batch_size,epoch,rank, time
64, 0, 0, 105.944
64, 0, 1, 105.885
64, 0, 2, 105.823
64, 0, 3, 106.107
64, 1, 0, 107.232
64, 1, 1, 107.166
64, 1, 2, 107.203
64, 1, 3, 107.741
64, 2, 0, 105.48
64, 2, 1, 105.577
64, 2, 2, 105.615
64, 2, 3, 106.165
