batch_size,epoch,rank, time
256, 0, 0, 49.238
256, 0, 1, 49.217
256, 0, 2, 49.5
256, 0, 3, 49.755
256, 1, 0, 48.219
256, 1, 1, 48.176
256, 1, 2, 48.216
256, 1, 3, 48.834
256, 2, 0, 48.398
256, 2, 1, 48.412
256, 2, 2, 48.429
256, 2, 3, 49.103
