batch_size,epoch,rank, time
512, 0, 0, 40.01
512, 0, 1, 39.914
512, 0, 2, 40.036
512, 0, 3, 40.449
512, 1, 0, 39.226
512, 1, 1, 39.192
512, 1, 2, 39.199
512, 1, 3, 39.868
512, 2, 0, 40.553
512, 2, 1, 40.525
512, 2, 2, 40.524
512, 2, 3, 41.358
