batch_size,epoch,rank, time
64, 0, 0, 162.79
64, 0, 1, 163.019
64, 0, 2, 162.983
64, 0, 3, 162.923
64, 1, 0, 164.843
64, 1, 1, 165.352
64, 1, 2, 165.321
64, 1, 3, 165.297
64, 2, 0, 159.445
64, 2, 1, 159.964
64, 2, 2, 159.941
64, 2, 3, 159.917
