batch_size,epoch,rank, time
256, 0, 0, 106.025
256, 0, 1, 106.249
256, 0, 2, 106.084
256, 0, 3, 105.946
256, 1, 0, 101.517
256, 1, 1, 101.996
256, 1, 2, 101.864
256, 1, 3, 101.918
256, 2, 0, 104.676
256, 2, 1, 105.178
256, 2, 2, 105.329
256, 2, 3, 105.311
