epoch,rank, batch,next,cuda
0, 0, 0, 7.678436994552612, 0.1754469871520996
0, 0, 1, 0.00035119056701660156, 0.0002770423889160156
0, 0, 2, 0.00035119056701660156, 0.00020456314086914062
0, 0, 3, 0.00030040740966796875, 0.00023698806762695312
0, 0, 4, 0.00026035308837890625, 0.0002779960632324219
0, 0, 5, 0.0004017353057861328, 0.00020742416381835938
0, 0, 6, 0.0002994537353515625, 0.0002663135528564453
0, 0, 7, 0.000274658203125, 0.00023865699768066406
0, 0, 8, 0.0002899169921875, 0.0002994537353515625
0, 0, 9, 0.0002665519714355469, 0.0002872943878173828
0, 0, 10, 0.0003399848937988281, 0.00020241737365722656
0, 0, 11, 0.00044655799865722656, 0.00017404556274414062
0, 0, 12, 0.0003132820129394531, 0.00020503997802734375
0, 0, 13, 0.0005357265472412109, 0.00045871734619140625
0, 0, 14, 0.0004532337188720703, 0.0008413791656494141
0, 0, 15, 0.0003066062927246094, 0.00026035308837890625
0, 0, 16, 0.0006041526794433594, 0.00030803680419921875
0, 0, 17, 0.0005812644958496094, 0.00012111663818359375
0, 0, 18, 0.0003199577331542969, 0.00024819374084472656
0, 0, 19, 0.0006251335144042969, 0.0003573894500732422
0, 0, 20, 0.0003159046173095703, 0.0001857280731201172
0, 0, 21, 0.00045013427734375, 0.0004780292510986328
0, 0, 22, 0.0006470680236816406, 0.008714675903320312
0, 0, 23, 0.0006396770477294922, 0.0001404285430908203
0, 0, 24, 0.0002932548522949219, 0.0002346038818359375
0, 0, 25, 0.000423431396484375, 0.0002467632293701172
0, 0, 26, 0.0004229545593261719, 0.0002167224884033203
0, 0, 27, 0.00030612945556640625, 0.00021600723266601562
0, 0, 28, 0.0002570152282714844, 0.0002627372741699219
0, 0, 29, 0.00030112266540527344, 0.0002186298370361328
0, 0, 30, 0.0004029273986816406, 0.0009367465972900391
0, 0, 31, 0.0003352165222167969, 0.000331878662109375
0, 0, 32, 0.0006651878356933594, 0.00016880035400390625
0, 0, 33, 0.0003185272216796875, 0.00022745132446289062
0, 0, 34, 0.0006632804870605469, 0.00033664703369140625
0, 0, 35, 0.0002846717834472656, 0.00021338462829589844
0, 0, 36, 0.00030875205993652344, 0.00023698806762695312
0, 0, 37, 0.001192331314086914, 0.11792540550231934
0, 0, 38, 0.0006291866302490234, 0.00037789344787597656
0, 0, 39, 0.0007290840148925781, 0.0021545886993408203
0, 0, 40, 0.0002903938293457031, 0.0001761913299560547
0, 0, 41, 0.0006549358367919922, 0.0005574226379394531
0, 0, 42, 0.0002872943878173828, 0.0001895427703857422
0, 0, 43, 0.0007200241088867188, 0.00017523765563964844
0, 0, 44, 0.001155853271484375, 0.0007796287536621094
