batch_size,epoch,rank, time
512, 0, 0, 90.889
512, 0, 1, 91.174
512, 0, 2, 90.885
512, 0, 3, 90.576
512, 1, 0, 100.506
512, 1, 1, 101.06
512, 1, 2, 101.072
512, 1, 3, 101.082
512, 2, 0, 86.712
512, 2, 1, 87.35
512, 2, 2, 87.416
512, 2, 3, 87.489
