batch_size,epoch,rank,batch,fwd_start, fwd_data_rcvd, fwd_calc_done, fwd_end, bwd_start, bwd_data_rcvd, bwd_calc_done, bwd_end, opt_start, opt_end
256, 0, 0, 13, 1590955798.065, 1590955798.067, 1590955798.067, 1590955798.068, 1590955799.683, 1590955799.683, 1590955799.684, 1590955799.684, 1590955799.685, 1590955799.685
256, 0, 0, 14, 1590955798.377, 1590955798.378, 1590955798.378, 1590955798.378, 1590955799.905, 1590955800.133, 1590955800.134, 1590955800.134, 1590955800.134, 1590955800.135
256, 0, 0, 15, 1590955798.912, 1590955798.913, 1590955798.913, 1590955798.913, 1590955800.259, 1590955800.559, 1590955800.56, 1590955800.56, 1590955800.561, 1590955800.562
256, 0, 0, 16, 1590955799.417, 1590955799.418, 1590955799.418, 1590955799.418, 1590955800.754, 1590955801.02, 1590955801.021, 1590955801.021, 1590955801.021, 1590955801.022
256, 0, 0, 17, 1590955799.685, 1590955799.686, 1590955799.687, 1590955799.687, 1590955801.171, 1590955801.41, 1590955801.411, 1590955801.411, 1590955801.411, 1590955801.412
256, 0, 0, 18, 1590955800.135, 1590955800.136, 1590955800.137, 1590955800.137, 1590955801.626, 1590955801.759, 1590955801.761, 1590955801.761, 1590955801.761, 1590955801.762
256, 0, 0, 19, 1590955800.562, 1590955800.563, 1590955800.564, 1590955800.564, 1590955801.972, 1590955802.153, 1590955802.154, 1590955802.154, 1590955802.155, 1590955802.155
256, 0, 0, 20, 1590955801.022, 1590955801.023, 1590955801.024, 1590955801.024, 1590955802.297, 1590955802.558, 1590955802.559, 1590955802.559, 1590955802.56, 1590955802.561
256, 0, 0, 21, 1590955801.412, 1590955801.413, 1590955801.414, 1590955801.414, 1590955804.57, 1590955804.57, 1590955804.684, 1590955804.684, 1590955804.684, 1590955804.685
256, 0, 0, 22, 1590955801.762, 1590955801.763, 1590955801.764, 1590955801.764, 1590955805.201, 1590955805.208, 1590955805.209, 1590955805.209, 1590955805.209, 1590955805.21
256, 0, 0, 23, 1590955802.155, 1590955802.156, 1590955802.156, 1590955802.156, 1590955806.064, 1590955806.064, 1590955806.065, 1590955806.065, 1590955806.065, 1590955806.066
256, 0, 0, 24, 1590955802.561, 1590955804.568, 1590955804.569, 1590955804.569, 1590955806.613, 1590955806.613, 1590955806.613, 1590955806.613, 1590955806.614, 1590955806.614
256, 0, 0, 25, 1590955804.685, 1590955805.085, 1590955805.085, 1590955805.086, 1590955806.616, 1590955807.083, 1590955807.084, 1590955807.084, 1590955807.085, 1590955807.085
256, 0, 0, 26, 1590955805.21, 1590955805.983, 1590955805.985, 1590955805.985, 1590955807.393, 1590955807.75, 1590955807.753, 1590955807.753, 1590955807.753, 1590955807.754
256, 0, 0, 27, 1590955806.066, 1590955806.504, 1590955806.504, 1590955806.505, 1590955807.92, 1590955808.151, 1590955808.151, 1590955808.151, 1590955808.152, 1590955808.152
256, 0, 0, 28, 1590955806.614, 1590955806.615, 1590955806.615, 1590955806.615, 1590955809.187, 1590955809.187, 1590955809.188, 1590955809.188, 1590955809.188, 1590955809.19
256, 0, 0, 29, 1590955807.085, 1590955807.3, 1590955807.303, 1590955807.303, 1590955809.339, 1590955809.649, 1590955809.65, 1590955809.65, 1590955809.651, 1590955809.651
256, 0, 0, 30, 1590955807.754, 1590955807.755, 1590955807.755, 1590955807.755, 1590955809.815, 1590955810.112, 1590955810.113, 1590955810.113, 1590955810.114, 1590955810.114
256, 0, 0, 31, 1590955808.152, 1590955809.106, 1590955809.107, 1590955809.107, 1590955812.297, 1590955812.297, 1590955812.298, 1590955812.298, 1590955812.298, 1590955812.299
256, 0, 0, 32, 1590955809.19, 1590955809.191, 1590955809.339, 1590955809.339, 1590955812.718, 1590955812.74, 1590955812.741, 1590955812.741, 1590955812.741, 1590955812.742
256, 0, 0, 33, 1590955809.651, 1590955809.652, 1590955809.652, 1590955809.652, 1590955814.162, 1590955814.162, 1590955814.171, 1590955814.171, 1590955814.172, 1590955814.173
256, 0, 0, 34, 1590955810.114, 1590955812.205, 1590955812.206, 1590955812.207, 1590955814.176, 1590955814.701, 1590955814.702, 1590955814.702, 1590955814.703, 1590955814.703
256, 0, 0, 35, 1590955812.299, 1590955812.519, 1590955812.52, 1590955812.52, 1590955814.934, 1590955814.977, 1590955814.978, 1590955814.978, 1590955814.978, 1590955814.979
256, 0, 0, 36, 1590955812.742, 1590955814.046, 1590955814.047, 1590955814.047, 1590955814.981, 1590955815.396, 1590955815.397, 1590955815.397, 1590955815.397, 1590955815.398
256, 0, 0, 37, 1590955814.173, 1590955814.175, 1590955814.176, 1590955814.176, 1590955815.4, 1590955815.838, 1590955815.838, 1590955815.838, 1590955815.839, 1590955815.84
256, 0, 0, 38, 1590955814.703, 1590955814.704, 1590955814.705, 1590955814.705, 1590955816.246, 1590955816.246, 1590955816.247, 1590955816.247, 1590955816.247, 1590955816.248
256, 0, 0, 39, 1590955814.979, 1590955814.98, 1590955814.98, 1590955814.981, 1590955816.392, 1590955816.768, 1590955816.769, 1590955816.769, 1590955816.77, 1590955816.77
256, 0, 0, 40, 1590955815.398, 1590955815.399, 1590955815.4, 1590955815.4, 1590955816.772, 1590955817.361, 1590955817.362, 1590955817.362, 1590955817.362, 1590955817.363
256, 0, 0, 41, 1590955815.84, 1590955816.118, 1590955816.119, 1590955816.119, 1590955819.682, 1590955819.682, 1590955819.683, 1590955819.683, 1590955819.684, 1590955819.684
256, 0, 0, 42, 1590955816.248, 1590955816.248, 1590955816.249, 1590955816.249, 1590955820.492, 1590955820.492, 1590955820.493, 1590955820.493, 1590955820.493, 1590955820.494
256, 0, 0, 43, 1590955816.77, 1590955816.771, 1590955816.772, 1590955816.772, 1590955821.654, 1590955821.654, 1590955821.654, 1590955821.654, 1590955821.655, 1590955821.656
256, 0, 0, 44, 1590955817.363, 1590955819.56, 1590955819.561, 1590955819.562, 1590955821.657, 1590955821.996, 1590955821.996, 1590955821.997, 1590955821.997, 1590955821.998
256, 0, 0, 45, 1590955819.684, 1590955820.405, 1590955820.406, 1590955820.406, 1590955821.999, 1590955822.74, 1590955822.741, 1590955822.741, 1590955822.741, 1590955822.742
256, 0, 0, 46, 1590955820.494, 1590955821.574, 1590955821.575, 1590955821.576, 1590955822.931, 1590955823.003, 1590955823.003, 1590955823.003, 1590955823.004, 1590955823.004
256, 0, 0, 47, 1590955821.656, 1590955821.656, 1590955821.657, 1590955821.657, 1590955823.006, 1590955823.409, 1590955823.41, 1590955823.41, 1590955823.411, 1590955823.411
256, 0, 0, 48, 1590955821.998, 1590955821.998, 1590955821.999, 1590955821.999, 1590955823.533, 1590955823.909, 1590955823.91, 1590955823.91, 1590955823.91, 1590955823.911
256, 0, 0, 49, 1590955822.742, 1590955822.743, 1590955822.743, 1590955822.743, 1590955824.041, 1590955824.272, 1590955824.273, 1590955824.273, 1590955824.273, 1590955824.274
256, 0, 0, 50, 1590955823.004, 1590955823.005, 1590955823.005, 1590955823.005, 1590955824.373, 1590955824.769, 1590955824.769, 1590955824.769, 1590955824.77, 1590955824.77
256, 0, 0, 51, 1590955823.411, 1590955823.412, 1590955823.413, 1590955823.413, 1590955828.017, 1590955828.017, 1590955828.022, 1590955828.022, 1590955828.023, 1590955828.023
256, 0, 0, 52, 1590955823.911, 1590955823.911, 1590955823.912, 1590955823.912, 1590955828.19, 1590955828.501, 1590955828.502, 1590955828.502, 1590955828.502, 1590955828.503
256, 0, 0, 53, 1590955824.274, 1590955824.274, 1590955824.275, 1590955824.275, 1590955829.511, 1590955829.511, 1590955829.512, 1590955829.512, 1590955829.512, 1590955829.513
256, 0, 0, 54, 1590955824.77, 1590955827.905, 1590955827.906, 1590955827.906, 1590955829.514, 1590955829.964, 1590955829.965, 1590955829.965, 1590955829.965, 1590955829.965
256, 0, 0, 55, 1590955828.023, 1590955828.024, 1590955828.025, 1590955828.025, 1590955829.967, 1590955830.3, 1590955830.301, 1590955830.301, 1590955830.301, 1590955830.302
256, 0, 0, 56, 1590955828.503, 1590955829.415, 1590955829.416, 1590955829.416, 1590955830.455, 1590955830.82, 1590955830.821, 1590955830.821, 1590955830.821, 1590955830.822
256, 0, 0, 57, 1590955829.513, 1590955829.513, 1590955829.514, 1590955829.514, 1590955830.948, 1590955831.104, 1590955831.106, 1590955831.106, 1590955831.106, 1590955831.108
256, 0, 0, 58, 1590955829.966, 1590955829.966, 1590955829.966, 1590955829.967, 1590955831.316, 1590955831.721, 1590955831.721, 1590955831.721, 1590955831.722, 1590955831.722
256, 0, 0, 59, 1590955830.302, 1590955830.302, 1590955830.303, 1590955830.303, 1590955832.004, 1590955832.004, 1590955832.004, 1590955832.004, 1590955832.005, 1590955832.005
256, 0, 0, 60, 1590955830.822, 1590955830.822, 1590955830.823, 1590955830.823, 1590955832.111, 1590955832.566, 1590955832.566, 1590955832.566, 1590955832.567, 1590955832.567
256, 0, 0, 61, 1590955831.108, 1590955831.109, 1590955831.111, 1590955831.111, 1590955835.614, 1590955835.614, 1590955835.615, 1590955835.615, 1590955835.616, 1590955835.616
256, 0, 0, 62, 1590955831.722, 1590955831.723, 1590955831.723, 1590955831.723, 1590955835.618, 1590955836.2, 1590955836.208, 1590955836.208, 1590955836.208, 1590955836.209
256, 0, 0, 63, 1590955832.005, 1590955832.01, 1590955832.01, 1590955832.01, 1590955836.704, 1590955836.704, 1590955836.707, 1590955836.707, 1590955836.708, 1590955836.708
256, 0, 0, 64, 1590955832.567, 1590955835.501, 1590955835.503, 1590955835.503, 1590955836.71, 1590955837.107, 1590955837.108, 1590955837.108, 1590955837.108, 1590955837.109
256, 0, 0, 65, 1590955835.616, 1590955835.617, 1590955835.617, 1590955835.617, 1590955837.282, 1590955837.518, 1590955837.52, 1590955837.52, 1590955837.521, 1590955837.521
256, 0, 0, 66, 1590955836.209, 1590955836.469, 1590955836.469, 1590955836.469, 1590955837.737, 1590955838.136, 1590955838.137, 1590955838.137, 1590955838.137, 1590955838.138
256, 0, 0, 67, 1590955836.708, 1590955836.709, 1590955836.71, 1590955836.71, 1590955838.237, 1590955838.345, 1590955838.346, 1590955838.346, 1590955838.346, 1590955838.346
256, 0, 0, 68, 1590955837.109, 1590955837.109, 1590955837.11, 1590955837.11, 1590955838.348, 1590955838.757, 1590955838.758, 1590955838.758, 1590955838.758, 1590955838.759
256, 0, 0, 69, 1590955837.521, 1590955837.522, 1590955837.523, 1590955837.523, 1590955838.923, 1590955839.04, 1590955839.04, 1590955839.04, 1590955839.041, 1590955839.041
256, 0, 0, 70, 1590955838.138, 1590955838.138, 1590955838.139, 1590955838.139, 1590955839.043, 1590955839.577, 1590955839.578, 1590955839.578, 1590955839.578, 1590955839.579
256, 0, 0, 71, 1590955838.346, 1590955838.347, 1590955838.348, 1590955838.348, 1590955843.207, 1590955843.207, 1590955843.212, 1590955843.212, 1590955843.213, 1590955843.214
256, 0, 0, 72, 1590955838.759, 1590955838.759, 1590955838.76, 1590955838.76, 1590955843.215, 1590955843.841, 1590955843.841, 1590955843.841, 1590955843.842, 1590955843.842
256, 0, 0, 73, 1590955839.041, 1590955839.042, 1590955839.042, 1590955839.042, 1590955844.122, 1590955844.122, 1590955844.123, 1590955844.123, 1590955844.123, 1590955844.124
256, 0, 0, 74, 1590955839.579, 1590955843.072, 1590955843.073, 1590955843.073, 1590955844.126, 1590955844.507, 1590955844.508, 1590955844.508, 1590955844.508, 1590955844.509
256, 0, 0, 75, 1590955843.214, 1590955843.214, 1590955843.215, 1590955843.215, 1590955844.722, 1590955844.951, 1590955844.951, 1590955844.951, 1590955844.952, 1590955844.952
256, 0, 0, 76, 1590955843.842, 1590955843.843, 1590955843.843, 1590955843.843, 1590955845.11, 1590955845.622, 1590955845.622, 1590955845.622, 1590955845.623, 1590955845.623
256, 0, 0, 77, 1590955844.124, 1590955844.124, 1590955844.125, 1590955844.125, 1590955845.796, 1590955845.819, 1590955845.82, 1590955845.82, 1590955845.82, 1590955845.821
256, 0, 0, 78, 1590955844.509, 1590955844.509, 1590955844.51, 1590955844.51, 1590955845.92, 1590955846.493, 1590955846.494, 1590955846.494, 1590955846.494, 1590955846.495
256, 0, 0, 79, 1590955844.952, 1590955844.953, 1590955844.954, 1590955844.954, 1590955846.497, 1590955846.735, 1590955846.736, 1590955846.736, 1590955846.736, 1590955846.737
256, 0, 0, 80, 1590955845.623, 1590955845.624, 1590955845.624, 1590955845.624, 1590955846.738, 1590955847.152, 1590955847.153, 1590955847.153, 1590955847.154, 1590955847.154
256, 0, 0, 81, 1590955845.821, 1590955845.822, 1590955845.822, 1590955845.822, 1590955850.734, 1590955850.734, 1590955850.735, 1590955850.735, 1590955850.735, 1590955850.736
256, 0, 0, 82, 1590955846.495, 1590955846.496, 1590955846.496, 1590955846.496, 1590955850.738, 1590955851.224, 1590955851.225, 1590955851.225, 1590955851.226, 1590955851.226
256, 0, 0, 83, 1590955846.737, 1590955846.737, 1590955846.738, 1590955846.738, 1590955851.381, 1590955851.72, 1590955851.721, 1590955851.721, 1590955851.721, 1590955851.722
256, 0, 0, 84, 1590955847.154, 1590955850.609, 1590955850.611, 1590955850.611, 1590955851.935, 1590955851.936, 1590955851.936, 1590955851.936, 1590955851.937, 1590955851.938
256, 0, 0, 85, 1590955850.736, 1590955850.737, 1590955850.738, 1590955850.738, 1590955851.939, 1590955852.392, 1590955852.392, 1590955852.392, 1590955852.393, 1590955852.393
256, 0, 0, 86, 1590955851.226, 1590955851.227, 1590955851.227, 1590955851.238, 1590955852.395, 1590955852.81, 1590955852.811, 1590955852.811, 1590955852.811, 1590955852.812
256, 0, 0, 87, 1590955851.722, 1590955851.723, 1590955851.723, 1590955851.723, 1590955852.814, 1590955853.304, 1590955853.305, 1590955853.305, 1590955853.306, 1590955853.306
256, 0, 0, 88, 1590955851.938, 1590955851.938, 1590955851.939, 1590955851.939, 1590955853.308, 1590955853.505, 1590955853.505, 1590955853.506, 1590955853.506, 1590955853.507
256, 0, 0, 89, 1590955852.393, 1590955852.394, 1590955852.394, 1590955852.394, 1590955853.508, 1590955853.997, 1590955853.998, 1590955853.998, 1590955853.998, 1590955853.999
256, 0, 0, 90, 1590955852.812, 1590955852.813, 1590955852.813, 1590955852.813, 1590955854.421, 1590955854.469, 1590955854.47, 1590955854.47, 1590955854.47, 1590955854.471
256, 0, 0, 91, 1590955853.306, 1590955853.307, 1590955853.307, 1590955853.308, 1590955858.134, 1590955858.134, 1590955858.135, 1590955858.135, 1590955858.136, 1590955858.137
256, 0, 0, 92, 1590955853.507, 1590955853.507, 1590955853.508, 1590955853.508, 1590955858.339, 1590955858.596, 1590955858.597, 1590955858.597, 1590955858.597, 1590955858.598
256, 0, 0, 93, 1590955853.999, 1590955854.256, 1590955854.257, 1590955854.268, 1590955858.795, 1590955858.982, 1590955858.982, 1590955858.982, 1590955858.983, 1590955858.983
256, 0, 0, 94, 1590955854.471, 1590955858.03, 1590955858.031, 1590955858.031, 1590955858.985, 1590955859.293, 1590955859.294, 1590955859.294, 1590955859.295, 1590955859.295
256, 0, 0, 95, 1590955858.137, 1590955858.137, 1590955858.138, 1590955858.138, 1590955859.298, 1590955859.755, 1590955859.756, 1590955859.756, 1590955859.757, 1590955859.757
256, 0, 0, 96, 1590955858.598, 1590955858.598, 1590955858.599, 1590955858.607, 1590955859.759, 1590955860.57, 1590955860.571, 1590955860.571, 1590955860.571, 1590955860.572
256, 0, 0, 97, 1590955858.983, 1590955858.984, 1590955858.985, 1590955858.985, 1590955860.791, 1590955860.812, 1590955860.812, 1590955860.812, 1590955860.813, 1590955860.813
256, 0, 0, 98, 1590955859.295, 1590955859.297, 1590955859.297, 1590955859.297, 1590955860.912, 1590955861.481, 1590955861.482, 1590955861.482, 1590955861.482, 1590955861.483
256, 0, 0, 99, 1590955859.757, 1590955859.758, 1590955859.759, 1590955859.759, 1590955861.634, 1590955861.756, 1590955861.756, 1590955861.756, 1590955861.757, 1590955861.758
256, 0, 0, 100, 1590955860.572, 1590955860.573, 1590955860.573, 1590955860.573, 1590955861.97, 1590955862.254, 1590955862.255, 1590955862.255, 1590955862.255, 1590955862.256
256, 0, 0, 101, 1590955860.813, 1590955860.814, 1590955860.815, 1590955860.815, 1590955865.448, 1590955865.449, 1590955865.476, 1590955865.476, 1590955865.476, 1590955865.478
256, 0, 0, 102, 1590955861.483, 1590955861.484, 1590955861.484, 1590955861.484, 1590955865.923, 1590955865.942, 1590955865.942, 1590955865.942, 1590955865.943, 1590955865.943
256, 0, 0, 103, 1590955861.758, 1590955861.758, 1590955861.759, 1590955861.759, 1590955866.097, 1590955866.33, 1590955866.331, 1590955866.331, 1590955866.331, 1590955866.332
256, 0, 0, 104, 1590955862.256, 1590955865.337, 1590955865.339, 1590955865.339, 1590955866.431, 1590955866.763, 1590955866.763, 1590955866.763, 1590955866.764, 1590955866.764
256, 0, 0, 105, 1590955865.478, 1590955865.659, 1590955865.659, 1590955865.663, 1590955866.866, 1590955867.158, 1590955867.158, 1590955867.158, 1590955867.159, 1590955867.159
256, 0, 0, 106, 1590955865.943, 1590955865.944, 1590955865.945, 1590955865.945, 1590955867.161, 1590955867.61, 1590955867.611, 1590955867.611, 1590955867.612, 1590955867.612
256, 0, 0, 107, 1590955866.332, 1590955866.332, 1590955866.333, 1590955866.333, 1590955867.614, 1590955867.898, 1590955867.899, 1590955867.899, 1590955867.9, 1590955867.9
256, 0, 0, 108, 1590955866.765, 1590955866.765, 1590955866.766, 1590955866.766, 1590955867.902, 1590955868.317, 1590955868.317, 1590955868.317, 1590955868.318, 1590955868.318
256, 0, 0, 109, 1590955867.159, 1590955867.16, 1590955867.16, 1590955867.16, 1590955868.32, 1590955868.886, 1590955868.887, 1590955868.887, 1590955868.887, 1590955868.888
256, 0, 0, 110, 1590955867.612, 1590955867.613, 1590955867.613, 1590955867.613, 1590955869.656, 1590955869.656, 1590955869.659, 1590955869.659, 1590955869.659, 1590955869.66
256, 0, 0, 111, 1590955867.9, 1590955867.901, 1590955867.902, 1590955867.902, 1590955872.896, 1590955872.896, 1590955872.897, 1590955872.897, 1590955872.898, 1590955872.898
256, 0, 0, 112, 1590955868.318, 1590955868.319, 1590955868.32, 1590955868.32, 1590955873.262, 1590955873.479, 1590955873.48, 1590955873.48, 1590955873.48, 1590955873.481
256, 0, 0, 113, 1590955868.888, 1590955869.567, 1590955869.568, 1590955869.568, 1590955873.482, 1590955873.983, 1590955873.984, 1590955873.984, 1590955873.985, 1590955873.985
256, 0, 0, 114, 1590955869.66, 1590955872.801, 1590955872.802, 1590955872.803, 1590955874.203, 1590955874.253, 1590955874.254, 1590955874.254, 1590955874.254, 1590955874.255
256, 0, 0, 115, 1590955872.898, 1590955873.261, 1590955873.262, 1590955873.262, 1590955874.414, 1590955874.855, 1590955874.856, 1590955874.856, 1590955874.856, 1590955874.857
256, 0, 0, 116, 1590955873.481, 1590955873.481, 1590955873.481, 1590955873.481, 1590955875.001, 1590955875.486, 1590955875.486, 1590955875.486, 1590955875.487, 1590955875.487
256, 0, 0, 117, 1590955873.985, 1590955873.985, 1590955873.986, 1590955873.986, 1590955875.587, 1590955875.682, 1590955875.682, 1590955875.682, 1590955875.683, 1590955875.683
256, 0, 0, 118, 1590955874.255, 1590955874.255, 1590955874.255, 1590955874.255, 1590955875.685, 1590955876.296, 1590955876.297, 1590955876.297, 1590955876.298, 1590955876.298
256, 0, 0, 119, 1590955874.857, 1590955874.857, 1590955874.858, 1590955874.858, 1590955876.465, 1590955876.649, 1590955876.649, 1590955876.649, 1590955876.65, 1590955876.65
256, 0, 0, 120, 1590955875.487, 1590955875.488, 1590955875.488, 1590955875.488, 1590955876.804, 1590955877.158, 1590955877.159, 1590955877.159, 1590955877.159, 1590955877.16
256, 0, 0, 121, 1590955875.683, 1590955875.683, 1590955875.684, 1590955875.684, 1590955880.294, 1590955880.294, 1590955880.295, 1590955880.295, 1590955880.295, 1590955880.296
256, 0, 0, 122, 1590955876.298, 1590955876.298, 1590955876.299, 1590955876.299, 1590955880.298, 1590955880.845, 1590955880.845, 1590955880.845, 1590955880.846, 1590955880.846
256, 0, 0, 123, 1590955876.65, 1590955876.65, 1590955876.651, 1590955876.651, 1590955881.293, 1590955881.293, 1590955881.294, 1590955881.294, 1590955881.294, 1590955881.295
256, 0, 0, 124, 1590955877.16, 1590955880.161, 1590955880.161, 1590955880.162, 1590955881.296, 1590955881.957, 1590955881.957, 1590955881.957, 1590955881.958, 1590955881.958
256, 0, 0, 125, 1590955880.296, 1590955880.296, 1590955880.297, 1590955880.297, 1590955882.262, 1590955882.329, 1590955882.33, 1590955882.33, 1590955882.331, 1590955882.331
256, 0, 0, 126, 1590955880.846, 1590955880.847, 1590955880.847, 1590955880.847, 1590955882.501, 1590955882.701, 1590955882.701, 1590955882.701, 1590955882.702, 1590955882.702
256, 0, 0, 127, 1590955881.295, 1590955881.295, 1590955881.296, 1590955881.296, 1590955882.945, 1590955883.227, 1590955883.227, 1590955883.227, 1590955883.228, 1590955883.228
256, 0, 0, 128, 1590955881.958, 1590955881.958, 1590955881.959, 1590955881.959, 1590955883.23, 1590955883.499, 1590955883.5, 1590955883.5, 1590955883.5, 1590955883.501
256, 0, 0, 129, 1590955882.331, 1590955882.331, 1590955882.332, 1590955882.332, 1590955883.502, 1590955883.9, 1590955883.9, 1590955883.9, 1590955883.901, 1590955883.902
256, 0, 0, 130, 1590955882.702, 1590955882.703, 1590955882.703, 1590955882.703, 1590955884.057, 1590955884.472, 1590955884.473, 1590955884.473, 1590955884.473, 1590955884.473
256, 0, 0, 131, 1590955883.229, 1590955883.229, 1590955883.229, 1590955883.229, 1590955886.311, 1590955886.311, 1590955886.314, 1590955886.314, 1590955886.315, 1590955886.315
256, 0, 0, 132, 1590955883.501, 1590955883.501, 1590955883.502, 1590955883.502, 1590955886.316, 1590955886.684, 1590955886.685, 1590955886.685, 1590955886.685, 1590955886.686
256, 0, 0, 133, 1590955883.902, 1590955883.903, 1590955883.903, 1590955883.904, 1590955886.686, 1590955886.919, 1590955886.92, 1590955886.92, 1590955886.921, 1590955886.921
256, 0, 0, 134, 1590955884.473, 1590955886.2, 1590955886.201, 1590955886.201, 1590955886.922, 1590955887.148, 1590955887.149, 1590955887.149, 1590955887.149, 1590955887.149
256, 0, 1, 0, 1590955780.894, 1590955786.757, 1590955788.331, 1590955788.332, 1590955788.408, 1590955793.449, 1590955794.327, 1590955794.327, 1590955794.327, 1590955794.383
256, 0, 1, 1, 1590955788.332, 1590955788.332, 1590955788.403, 1590955788.403, 1590955794.405, 1590955794.405, 1590955794.419, 1590955794.419, 1590955794.419, 1590955794.42
256, 0, 1, 2, 1590955788.403, 1590955788.403, 1590955788.407, 1590955788.407, 1590955795.02, 1590955795.02, 1590955795.027, 1590955795.027, 1590955795.028, 1590955795.111
256, 0, 1, 3, 1590955794.383, 1590955794.383, 1590955794.384, 1590955794.384, 1590955795.133, 1590955795.375, 1590955795.385, 1590955795.385, 1590955795.386, 1590955795.386
256, 0, 1, 4, 1590955794.42, 1590955794.996, 1590955794.997, 1590955794.997, 1590955795.55, 1590955795.798, 1590955795.803, 1590955795.803, 1590955795.804, 1590955795.804
256, 0, 1, 5, 1590955795.111, 1590955795.132, 1590955795.133, 1590955795.133, 1590955796.015, 1590955796.114, 1590955796.119, 1590955796.119, 1590955796.12, 1590955796.12
256, 0, 1, 6, 1590955795.386, 1590955795.549, 1590955795.549, 1590955795.549, 1590955796.52, 1590955796.52, 1590955796.525, 1590955796.525, 1590955796.526, 1590955796.657
256, 0, 1, 7, 1590955795.804, 1590955796.014, 1590955796.014, 1590955796.014, 1590955796.756, 1590955797.094, 1590955797.1, 1590955797.1, 1590955797.186, 1590955797.187
256, 0, 1, 8, 1590955796.12, 1590955796.497, 1590955796.497, 1590955796.498, 1590955797.221, 1590955797.615, 1590955797.62, 1590955797.62, 1590955797.621, 1590955797.684
256, 0, 1, 9, 1590955796.657, 1590955796.732, 1590955796.732, 1590955796.732, 1590955797.714, 1590955797.714, 1590955797.72, 1590955797.72, 1590955797.721, 1590955797.721
256, 0, 1, 10, 1590955797.187, 1590955797.187, 1590955797.188, 1590955797.19, 1590955798.176, 1590955798.176, 1590955798.184, 1590955798.184, 1590955798.259, 1590955798.259
256, 0, 1, 11, 1590955797.684, 1590955797.684, 1590955797.685, 1590955797.685, 1590955798.549, 1590955798.549, 1590955798.557, 1590955798.557, 1590955798.557, 1590955798.558
256, 0, 1, 12, 1590955797.722, 1590955798.152, 1590955798.154, 1590955798.154, 1590955798.778, 1590955799.003, 1590955799.008, 1590955799.008, 1590955799.008, 1590955799.009
256, 0, 1, 13, 1590955798.259, 1590955798.503, 1590955798.504, 1590955798.504, 1590955799.23, 1590955799.231, 1590955799.236, 1590955799.236, 1590955799.237, 1590955799.237
256, 0, 1, 14, 1590955798.558, 1590955798.713, 1590955798.714, 1590955798.714, 1590955799.782, 1590955799.782, 1590955799.787, 1590955799.787, 1590955799.788, 1590955800.106
256, 0, 1, 15, 1590955799.009, 1590955799.197, 1590955799.198, 1590955799.198, 1590955800.132, 1590955800.132, 1590955800.139, 1590955800.139, 1590955800.139, 1590955800.14
