batch_size,epoch,rank, time
512, 0, 0, 41.724
512, 0, 1, 41.758
512, 0, 2, 41.787
512, 0, 3, 41.739
512, 1, 0, 29.986
512, 1, 1, 30.001
512, 1, 2, 30.042
512, 1, 3, 29.997
512, 2, 0, 31.08
512, 2, 1, 31.14
512, 2, 2, 31.119
512, 2, 3, 31.126
